Description: CO2 (13K)
      freq [cm-1]    absorbance      imag pt (k)       real pt (n)
       1442.5160    0.0048000000    0.0066670000       1.2289630
       1442.7570    0.0048300000    0.0067090000       1.2288930
       1442.9980    0.0048000000    0.0066660000       1.2288180
       1443.2390    0.0047400000    0.0065810000       1.2288150
       1443.4800    0.0047100000    0.0065390000       1.2288850
       1443.7210    0.0047400000    0.0065800000       1.2289410
       1443.9620    0.0047800000    0.0066330000       1.2289330
       1444.2030    0.0048000000    0.0066590000       1.2288840
       1444.4440    0.0047700000    0.0066190000       1.2288210
       1444.6860    0.0047400000    0.0065740000       1.2288850
       1444.9270    0.0047400000    0.0065730000       1.2288980
       1445.1680    0.0047600000    0.0066010000       1.2289130
       1445.4090    0.0047800000    0.0066270000       1.2288650
       1445.6500    0.0047400000    0.0065700000       1.2288170
       1445.8910    0.0046900000    0.0065010000       1.2288400
       1446.1320    0.0046600000    0.0064590000       1.2289040
       1446.3730    0.0046800000    0.0064830000       1.2289910
       1446.6140    0.0047400000    0.0065660000       1.2290150
       1446.8550    0.0047800000    0.0066200000       1.2289620
       1447.0960    0.0047600000    0.0065910000       1.2288960
       1447.3370    0.0047100000    0.0065190000       1.2289040
       1447.5780    0.0046900000    0.0064910000       1.2289750
       1447.8190    0.0047300000    0.0065470000       1.2290430
       1448.0600    0.0047900000    0.0066280000       1.2290080
       1448.3020    0.0048100000    0.0066550000       1.2290010
       1448.5420    0.0047800000    0.0066120000       1.2288700
       1448.7840    0.0047400000    0.0065530000       1.2289530
       1449.0250    0.0047400000    0.0065570000       1.2289880
       1449.2660    0.0047800000    0.0066070000       1.2290100
       1449.5070    0.0048100000    0.0066510000       1.2289620
       1449.7480    0.0047900000    0.0066220000       1.2289000
       1449.9890    0.0047400000    0.0065520000       1.2288930
       1450.2300    0.0047100000    0.0065070000       1.2289530
       1450.4710    0.0047300000    0.0065340000       1.2290230
       1450.7120    0.0047800000    0.0066050000       1.2290400
       1450.9530    0.0048200000    0.0066560000       1.2289860
       1451.1940    0.0048000000    0.0066270000       1.2289240
       1451.4350    0.0047600000    0.0065720000       1.2289290
       1451.6760    0.0047500000    0.0065590000       1.2289780
       1451.9170    0.0047900000    0.0066120000       1.2290070
       1452.1580    0.0048300000    0.0066630000       1.2289440
       1452.4000    0.0048200000    0.0066490000       1.2289090
       1452.6410    0.0047600000    0.0065670000       1.2288540
       1452.8820    0.0047000000    0.0064850000       1.2288980
       1453.1230    0.0046900000    0.0064670000       1.2289940
       1453.3640    0.0047500000    0.0065470000       1.2290550
       1453.6050    0.0048000000    0.0066160000       1.2290120
       1453.8460    0.0048000000    0.0066160000       1.2289500
       1454.0870    0.0047600000    0.0065590000       1.2289140
       1454.3280    0.0047200000    0.0065030000       1.2289630
       1454.5690    0.0047400000    0.0065290000       1.2290220
       1454.8100    0.0047800000    0.0065850000       1.2290260
       1455.0510    0.0048000000    0.0066110000       1.2289730
       1455.2920    0.0047700000    0.0065680000       1.2289300
       1455.5330    0.0047300000    0.0065110000       1.2289500
       1455.7740    0.0047200000    0.0064970000       1.2289990
       1456.0160    0.0047600000    0.0065510000       1.2290980
       1456.2560    0.0048000000    0.0066030000       1.2290070
       1456.4980    0.0048200000    0.0066310000       1.2290130
       1456.7390    0.0047900000    0.0065870000       1.2289460
       1456.9800    0.0047600000    0.0065440000       1.2289720
       1457.2210    0.0047600000    0.0065480000       1.2290040
       1457.4620    0.0047900000    0.0065840000       1.2290140
       1457.7030    0.0048100000    0.0066120000       1.2289720
       1457.9440    0.0047900000    0.0065840000       1.2289180
       1458.1850    0.0047400000    0.0065140000       1.2289090
       1458.4260    0.0047100000    0.0064690000       1.2289570
       1458.6670    0.0047100000    0.0064700000       1.2290180
       1458.9080    0.0047500000    0.0065240000       1.2290500
       1459.1490    0.0047800000    0.0065640000       1.2290090
       1459.3900    0.0047600000    0.0065360000       1.2289640
       1459.6310    0.0047200000    0.0064790000       1.2289750
       1459.8720    0.0047100000    0.0064650000       1.2290190
       1460.1140    0.0047400000    0.0065060000       1.2291050
       1460.3550    0.0047900000    0.0065720000       1.2290780
       1460.5960    0.0048000000    0.0065860000       1.2290050
       1460.8370    0.0047600000    0.0065300000       1.2289690
       1461.0780    0.0047200000    0.0064730000       1.2289890
       1461.3190    0.0047100000    0.0064560000       1.2290560
       1461.5600    0.0047500000    0.0065100000       1.2290960
       1461.8010    0.0047800000    0.0065540000       1.2290690
       1462.0420    0.0047800000    0.0065510000       1.2290280
       1462.2830    0.0047500000    0.0065100000       1.2290140
       1462.5240    0.0047300000    0.0064830000       1.2290580
       1462.7650    0.0047600000    0.0065220000       1.2290920
       1463.0060    0.0047900000    0.0065600000       1.2290720
       1463.2470    0.0048000000    0.0065740000       1.2290270
       1463.4880    0.0047600000    0.0065180000       1.2289750
       1463.7290    0.0047100000    0.0064470000       1.2290220
       1463.9700    0.0047100000    0.0064480000       1.2290760
       1464.2120    0.0047500000    0.0065010000       1.2291770
       1464.4530    0.0048200000    0.0065950000       1.2291420
       1464.6940    0.0048400000    0.0066220000       1.2290540
       1464.9350    0.0048000000    0.0065650000       1.2289890
       1465.1760    0.0047500000    0.0064970000       1.2290130
       1465.4170    0.0047500000    0.0064950000       1.2290620
       1465.6580    0.0047800000    0.0065340000       1.2290820
       1465.8990    0.0048100000    0.0065730000       1.2290370
       1466.1400    0.0047800000    0.0065340000       1.2289720
       1466.3810    0.0047200000    0.0064480000       1.2289710
       1466.6220    0.0046800000    0.0063960000       1.2290520
       1466.8630    0.0047100000    0.0064370000       1.2291250
       1467.1040    0.0047600000    0.0065000000       1.2291340
       1467.3450    0.0047900000    0.0065400000       1.2290900
       1467.5860    0.0047700000    0.0065120000       1.2290280
       1467.8280    0.0047400000    0.0064700000       1.2290800
       1468.0690    0.0047300000    0.0064590000       1.2291060
       1468.3100    0.0047600000    0.0064980000       1.2291310
       1468.5510    0.0047900000    0.0065350000       1.2291100
       1468.7920    0.0048000000    0.0065470000       1.2290570
       1469.0330    0.0047600000    0.0064900000       1.2290170
       1469.2740    0.0047200000    0.0064370000       1.2290500
       1469.5150    0.0047200000    0.0064350000       1.2291000
       1469.7560    0.0047500000    0.0064770000       1.2291150
       1469.9970    0.0047600000    0.0064880000       1.2290750
       1470.2380    0.0047300000    0.0064470000       1.2290520
       1470.4790    0.0046900000    0.0063900000       1.2290730
       1470.7200    0.0046700000    0.0063640000       1.2291490
       1470.9610    0.0047100000    0.0064150000       1.2292230
       1471.2020    0.0047700000    0.0064990000       1.2292210
       1471.4430    0.0048000000    0.0065350000       1.2291670
       1471.6840    0.0047900000    0.0065210000       1.2291060
       1471.9260    0.0047600000    0.0064820000       1.2291400
       1472.1670    0.0047500000    0.0064640000       1.2291570
       1472.4080    0.0047700000    0.0064920000       1.2291900
       1472.6490    0.0048100000    0.0065440000       1.2291750
       1472.8900    0.0048200000    0.0065580000       1.2291160
       1473.1310    0.0047900000    0.0065160000       1.2290720
       1473.3720    0.0047500000    0.0064590000       1.2290850
       1473.6130    0.0047400000    0.0064460000       1.2291360
       1473.8540    0.0047700000    0.0064880000       1.2291630
       1474.0950    0.0048000000    0.0065250000       1.2291250
       1474.3360    0.0047800000    0.0064970000       1.2290770
       1474.5770    0.0047400000    0.0064420000       1.2290780
       1474.8180    0.0047200000    0.0064150000       1.2291230
       1475.0590    0.0047400000    0.0064400000       1.2291620
       1475.3000    0.0047700000    0.0064770000       1.2291430
       1475.5420    0.0047800000    0.0064900000       1.2291460
       1475.7830    0.0047500000    0.0064490000       1.2291040
       1476.0240    0.0047200000    0.0064100000       1.2291300
       1476.2650    0.0047200000    0.0064070000       1.2291790
       1476.5060    0.0047600000    0.0064600000       1.2292070
       1476.7470    0.0047900000    0.0065000000       1.2291610
       1476.9880    0.0047700000    0.0064720000       1.2291130
       1477.2290    0.0047300000    0.0064180000       1.2291150
       1477.4700    0.0047100000    0.0063900000       1.2291600
       1477.7110    0.0047300000    0.0064130000       1.2292150
       1477.9520    0.0047800000    0.0064820000       1.2292160
       1478.1930    0.0048000000    0.0065070000       1.2291520
       1478.4340    0.0047700000    0.0064650000       1.2290980
       1478.6750    0.0047200000    0.0063940000       1.2291060
       1478.9160    0.0047000000    0.0063670000       1.2291640
       1479.1570    0.0047200000    0.0063950000       1.2292190
       1479.3980    0.0047700000    0.0064640000       1.2291980
       1479.6400    0.0047800000    0.0064730000       1.2291700
       1479.8810    0.0047400000    0.0064170000       1.2291250
       1480.1220    0.0047000000    0.0063640000       1.2291480
       1480.3630    0.0046900000    0.0063480000       1.2292070
       1480.6040    0.0047200000    0.0063870000       1.2292480
       1480.8450    0.0047500000    0.0064280000       1.2292390
       1481.0860    0.0047600000    0.0064400000       1.2292120
       1481.3270    0.0047500000    0.0064240000       1.2291890
       1481.5680    0.0047300000    0.0063950000       1.2292030
       1481.8090    0.0047400000    0.0064090000       1.2292320
       1482.0500    0.0047600000    0.0064360000       1.2292260
       1482.2910    0.0047700000    0.0064480000       1.2291960
       1482.5320    0.0047500000    0.0064210000       1.2291630
       1482.7730    0.0047200000    0.0063780000       1.2291670
       1483.0140    0.0047000000    0.0063500000       1.2292000
       1483.2550    0.0047100000    0.0063640000       1.2292290
       1483.4970    0.0047400000    0.0064030000       1.2292670
       1483.7380    0.0047400000    0.0064030000       1.2292220
       1483.9790    0.0047200000    0.0063740000       1.2292140
       1484.2200    0.0047000000    0.0063460000       1.2292400
       1484.4610    0.0047100000    0.0063570000       1.2292870
       1484.7020    0.0047500000    0.0064100000       1.2293010
       1484.9430    0.0047800000    0.0064490000       1.2292580
